commit_hash,Train Timesteps,Test Timesteps,Board Height,Board Width,Represent Border
NoneProvided,1000000,100000,5,5,False


Date/Time,Strategy Label,Strategy Description,Games Completed,High Score,Mean Score,Median Score
